Genes	Groups	s_stA	s_stB	s_stL	s_stSyn
UBL5	4	0.5841121495327103	0.6651785714285714	0.40078778926637126	0.6485355648535565
EIF4G2	4	0.6799065420560748	0.6696428571428572	0.47365829640571144	0.6150627615062761
COPZ1	4	0.7289719626168225	0.7366071428571428	0.7291974396848844	0.7405857740585774
PDIA3	4	0.4929906542056075	0.6071428571428572	0.4244214672575086	0.5174337517433751
SNRNP70	4	0.6822429906542056	0.6160714285714286	0.5731166912850812	0.07252440725244069
SERF2	4	0.3130841121495327	0.2723214285714286	0.05957656326932548	0.6178521617852162
DST	4	0.4252336448598131	0.1964285714285714	0.725258493353028	0.0808926080892608
HADHA	4	0.6845794392523364	0.5714285714285714	0.3057607090103397	0.6080892608089261
H2AFJ	4	0.6985981308411215	0.53125	0.6312161496799606	0.6959553695955369
FLOT2	4	0.6658878504672897	0.6696428571428572	0.6622353520433284	0.6527196652719665
RAB11B	4	0.705607476635514	0.7366071428571428	0.6765140324963073	0.6861924686192469
PLD3	4	0.6448598130841121	0.4241071428571429	0.6223535204332842	0.598326359832636
TUBB4B	4	0.6401869158878505	0.6919642857142857	0.5563761693746923	0.6722454672245467
PRRC2A	4	0.5490654205607477	0.4375	0.7257508616445101	0.7001394700139469
NEDD8	4	0.5280373831775701	0.6205357142857143	0.5371738060068931	0.6248256624825663
EEF1B2	4	0.7453271028037383	0.71875	0.4219596258000985	0.7433751743375174
JUND	4	0.5093457943925234	0.5892857142857143	0.3879862136878385	0.704323570432357
SRRM2	4	0.7126168224299065	0.5580357142857143	0.5194485475135402	0.06415620641562059
UBC	4	0.3317757009345794	0.40625	0.242245199409158	0.5341701534170153
MYL6	4	0.397196261682243	0.2723214285714286	0.1275233874938454	0.697350069735007
MCRIP1	4	0.6448598130841121	0.5178571428571428	0.7183653372722797	0.7154811715481171
COX6B1	4	0.5233644859813085	0.5892857142857143	0.4165435745937962	0.606694560669456
UBB	4	0.7009345794392523	0.6651785714285714	0.02708025603151154	0.101813110181311
TMEM259	4	0.7336448598130841	0.6339285714285714	0.5667159034958149	0.5941422594142259
APP	4	0.5	0.5758928571428572	0.47168882323978334	0.1450488145048815
EIF4G1	4	0.4532710280373832	0.4464285714285714	0.3037912358444116	0.3319386331938633
FKBP8	4	0.7336448598130841	0.6160714285714286	0.6016740521910389	0.6847977684797768
NUMA1	4	0.6799065420560748	0.5848214285714286	0.6986706056129985	0.44909344490934444
EPN1	4	0.6869158878504673	0.6696428571428572	0.41358936484490394	0.7112970711297071
SPTBN1	4	0.3481308411214953	0.4419642857142857	0.4953225012309207	0.11715481171548114
NUDC	4	0.6682242990654206	0.7276785714285714	0.28212703101920233	0.7085076708507672
COX8A	4	0.5350467289719626	0.5401785714285714	0.35007385524372225	0.30822873082287305
BSG	4	0.572429906542056	0.3794642857142857	0.5484982767109798	0.4393305439330544
SSR4	4	0.49065420560747663	0.3214285714285714	0.4126046282619399	0.697350069735007
CLU	4	0.4018691588785047	0.4821428571428571	0.00492368291482026	0.7001394700139469
SQSTM1	4	0.5677570093457944	0.5714285714285714	0.33333333333333337	0.5034867503486751
ATP1A1	4	0.35747663551401865	0.5625	0.5982274741506647	0.4602510460251046
AP2A2	4	0.719626168224299	0.6875	0.7493845396356474	0.40585774058577406
FKBP1A	4	0.6612149532710281	0.7142857142857143	0.6942392909896602	0.4225941422594143
CAPNS1	4	0.558411214953271	0.53125	0.5475135401280158	0.7071129707112971
HNRNPH1	4	0.7336448598130841	0.6160714285714286	0.3579517479074348	0.3905160390516039
PTOV1	4	0.719626168224299	0.6026785714285714	0.603643525356967	0.7419804741980474
ACTB	4	0.10280373831775702	0.03125	0.02954209748892167	0.22175732217573219
MAP2K2	4	0.5186915887850467	0.4330357142857143	0.7375677006400787	0.5327754532775453
GPX4	4	0.5046728971962617	0.4196428571428571	0.15312653865091086	0.6485355648535565
MYH9	4	0.4439252336448598	0.3883928571428571	0.3525356967011325	0.6345885634588564
MTCH1	4	0.6682242990654206	0.6339285714285714	0.5962580009847366	0.48814504881450493
RAC1	4	0.6308411214953271	0.7321428571428572	0.5071393402264894	0.6778242677824268
RETREG3	4	0.7453271028037383	0.7455357142857143	0.6962087641555883	0.5885634588563459
CHID1	4	0.7476635514018692	0.7232142857142857	0.6533727227966519	0.7071129707112971
STAT2	4	0.7079439252336448	0.6651785714285714	0.4598719842442147	0.687587168758717
TECR	4	0.691588785046729	0.6205357142857143	0.5096011816838996	0.21338912133891208
PCBP2	4	0.6682242990654206	0.6071428571428572	0.1354012801575578	0.36401673640167365
LAMTOR4	4	0.7429906542056075	0.5669642857142857	0.5834564254062038	0.6150627615062761
CIRBP	4	0.5911214953271028	0.5491071428571428	0.3870014771048744	0.6778242677824268
FLNB	4	0.6658878504672897	0.6473214285714286	0.6755292959133432	0.4644351464435147
EIF5A	4	0.5210280373831775	0.4553571428571429	0.3850320039389463	0.7071129707112971
EMC10	4	0.7266355140186915	0.6473214285714286	0.6454948301329395	0.4686192468619247
PSAP	4	0.24766355140186913	0.1205357142857143	0.07582471688823245	0.32914923291492326
GANAB	4	0.6985981308411215	0.7276785714285714	0.5435745937961596	0.7112970711297071
DYNLL2	4	0.719626168224299	0.7366071428571428	0.5814869522402757	0.6248256624825663
HNRNPA1	4	0.7219626168224299	0.5892857142857143	0.43032988675529293	0.7364016736401673
SDF4	4	0.6892523364485981	0.5580357142857143	0.39832594780896113	0.6317991631799162
TPI1	4	0.3271028037383178	0.3392857142857143	0.1334318069916297	0.6094839609483961
LAMP1	4	0.37149532710280375	0.4553571428571429	0.21910388970950267	0.5076708507670851
CLTA	4	0.6588785046728972	0.6473214285714286	0.6425406203840472	0.4560669456066946
SDHA	4	0.6939252336448598	0.6875	0.38355489906450024	0.504881450488145
NRBP1	4	0.6401869158878505	0.5401785714285714	0.7336287543082225	0.6903765690376569
MLF2	4	0.6752336448598131	0.7053571428571428	0.4239290989660266	0.5634588563458857
HDLBP	4	0.6168224299065421	0.5357142857142857	0.28606597735105854	0.5425383542538355
TMED9	4	0.5373831775700935	0.6116071428571428	0.603643525356967	0.41004184100418406
INF2	4	0.5373831775700935	0.4508928571428571	0.7326440177252584	0.5913528591352859
LAPTM4A	4	0.7126168224299065	0.6517857142857143	0.37616937469226985	0.6555090655509066
GAK	4	0.6985981308411215	0.6919642857142857	0.7331363860167406	0.5620641562064157
GNAS	4	0.6869158878504673	0.6294642857142857	0.2742491383554899	0.1659693165969317
ATP6AP1	4	0.514018691588785	0.5133928571428572	0.741506646971935	0.6485355648535565
UQCRC1	4	0.6588785046728972	0.6607142857142857	0.2575086164451009	0.6806136680613668
